Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score,cluster
6993,"BREAKING: In the lead-up to the findings in Veronica Nelson’s Inquest, prison healthcare in Victoria’s women’s prisons is being taken out of the hands of for-profit corporations. 

This is a huge first step! 

#JusticeForVeronicaNelson 
 https://t.co/s3rgFSSEfq",2023-01-20 03:32:17.153292,1616172800699695104,2023-01-19 20:36:37+00:00,5.0,2.0,60.0,26.0,,,helpandkindness,1982,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.387146830558777,3
6995,Victoria to stop outsourcing women's prison health care to for-profit companies https://t.co/rLUvoG2Ifw,2023-01-20 03:32:17.153309,1616163611017371648,2023-01-19 20:00:06+00:00,0.0,0.0,4.0,3.0,,,DorsetHealth,8672,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,neutral,0.392703920602799,14
6996,Victoria to stop outsourcing women's prison health care to for-profit companies https://t.co/XDhfdyf9n2,2023-01-20 03:32:17.153317,1616159394684862464,2023-01-19 19:43:21+00:00,0.0,0.0,0.0,0.0,,,for_carers,480,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,neutral,0.395465135574341,14
6997,Victoria to stop outsourcing women's prison health care to for-profit companies https://t.co/Ak8kDwYjKA,2023-01-20 03:32:17.153325,1616154003494285312,2023-01-19 19:21:55+00:00,4.0,1.0,39.0,6.0,,,CHPVic,5541,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,neutral,0.39386385679245,14
7000,"How are social landlords responding to the cost of living crisis?

Join our chair @BBCMarkEaston and speakers @KateNHF, @Joe_MidHeart and @Victoria_Spratt as they unpack this complex issue at #NHFFinance.

Secure your places by Friday to save £150: https://t.co/9fXpA4OQcF https://t.co/9zL5sqTKYz",2023-01-20 03:32:17.153351,1616043342223089664,2023-01-19 12:02:12+00:00,0.0,0.0,1.0,1.0,,,vichealthassoc,2481,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.422906219959259,5
7002,A decision by DeTar Healthcare System and Jersey College to pause their plan to launch a nursing program in Victoria is a win-win for the Crossroads community. https://t.co/mYTr7LGxAp,2023-01-20 03:32:17.153369,1616012633181675522,2023-01-19 10:00:10+00:00,0.0,0.0,0.0,0.0,,,iamneilboss,772,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,positive,0.413567662239075,14
7009,"""Women in Victoria are increasingly at risk ofentering and re-entering the criminal legal system,spending longer in prison or being released intohomelessness due to a lack of affordable housing,particularly social housing."" #springst #BuildSocialHousing https://t.co/lHgoK50Nz6 The Smart Justice for Women policy platform is now available.You can find the platform and learn more about the Smart Justice for Women coalition at https://t.co/hKtKrzkJWj https://t.co/g6S8sK3vCE",2023-01-20 03:32:17.217847,1615877857267548160,2023-01-19 01:04:37+00:00,1.0,0.0,3.0,2.0,,,WRPSToday,109561,Victoria (greater victoria coalition to end homelessness OR the homeless idea podcast OR esquimalt nation office OR substance uvic OR aryze developments OR oak bay united church OR victoria downtown residents association OR aboriginal coalition to end homelessness OR lived experience OR healthcare OR social housing OR stolen) lang:en -is:retweet,Victoria,neutral,0.40237358212471,3
7012,A safe-supply drug dispensing machine run by MySafe Society in Victoria is one of four machines in B.C. and the only one on Vancouver Island.  https://t.co/W8A9Na040x,2023-01-20 03:33:37.340265,1616061746841624577,2023-01-19 13:15:20+00:00,0.0,0.0,3.0,0.0,,,CTVNewsVI,77706,Victoria B.C. (community social planning council OR tenant action group victoria OR corporation of the township of esquimalt OR salvation army victoria arc OR win OR literacy victoria OR victoria aids resource community services OR temporary housing OR couch surfing OR safe supply OR evict OR overdose) lang:en -is:retweet,Victoria B.C.,positive,0.418976575136185,14
7014,"Meanwhile, in Victoria these 'Progressives' would happily destroy trees to make way for townhomes for the richWhile displacing affordable renters no lessAt least YOUR trees don't make anyone homeless#GetYourHypocrisyStraight#DemovictedByAryze#DisplacedByMMHI#yyjpoli#yyj https://t.co/145fezfcQX https://t.co/494xtS0VpP In case anyone forgot why Langford needs a Tree Protection bylaw. Kudos to the mayor and council for having the courage and will to act. https://t.co/0JuUMTd7wJ",2023-01-20 03:34:45.728679,1615921085828202496,2023-01-19 03:56:23+00:00,5.0,1.0,11.0,2.0,,,KittySurprise1,226,"YYJ (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",YYJ,neutral,0.366536796092987,2
7015,"In the absence of safe &amp; #affordablehousing, some  people create #homeless #encampments. Read👇

‘Forced to Become a Community’:
Encampment Residents’ Perspectives on Systemic Failures, Precarity, and Constrained Choice

Nic Olson
Bernie Pauly
#UVic #yyj https://t.co/sNVB2lq63y",2023-01-20 03:34:45.728705,1615788695423959061,2023-01-18 19:10:19+00:00,0.0,0.0,0.0,0.0,,,nsun_victoria,325,"YYJ (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",YYJ,neutral,0.408233284950256,1
7017,"@GraceALore Hey, Grace have you seen the cost of housing. You just charged Property tax payers in Yyj $1.5 to $2 million for their property assessment, yet these assessments frozen at June 2022 values. Support housing does not pay properties tax so I guess we pick up that bill as well.",2023-01-20 03:34:51.207123,1616255498701131776,2023-01-20 02:05:14+00:00,0.0,0.0,0.0,0.0,,,Buckleygkml,170,"YYJ (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",YYJ,positive,0.352755188941956,10
7018,"@mattdellok Good job today yyj council! Status quo doesn’t work, nor does striving for perfection over progress. Diverse housing options are wanted and needed. 🙏",2023-01-20 03:34:51.207193,1616222050431152128,2023-01-19 23:52:19+00:00,0.0,0.0,4.0,0.0,,,Jazzer1233,23,"YYJ (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",YYJ,neutral,0.394860148429871,4
7019,RT @VicBuilders: Chatted with John Juricic &amp; Robin Adair re: VRBA Crystal Ball Housing Forecast for 2023 on Victoria Rumble Room @VictoriaRumble1 podcast. Always a good discussion! https://t.co/Jr46cModey #yyj #bcpoli,2023-01-20 03:34:51.207200,1616199826445635600,2023-01-19 22:24:00+00:00,0.0,0.0,0.0,0.0,,,victoriabuzzes,22129,"YYJ (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",YYJ,positive,0.41623842716217,4
7020,Chatted with John Juricic &amp; Robin Adair re: VRBA Crystal Ball Housing Forecast for 2023 on Victoria Rumble Room @VictoriaRumble1 podcast. Always a good discussion!  https://t.co/7Pj1DpnAHt  #yyj #bcpoli,2023-01-20 03:34:51.207207,1616198196379717648,2023-01-19 22:17:32+00:00,0.0,0.0,1.0,0.0,,,NicoleChaland,1509,"YYJ (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",YYJ,positive,0.414218038320541,4
7021,"RT @VicBuilders: ""GDP attributed to the production of housing assets totalled $141.5 billion in 2021, up from $110.3 billion in 2020. Over 1.3 million jobs were associated with the production of housing assets in 2021."" https://t.co/qndYpCvWiu #yyj #bcpoli",2023-01-20 03:34:51.207213,1616193534264020997,2023-01-19 21:59:00+00:00,0.0,0.0,0.0,0.0,,,KittySurprise1,226,"YYJ (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",YYJ,positive,0.452887058258057,10
7022,"""GDP attributed to the production of housing assets totalled $141.5 billion in 2021, up from $110.3 billion in 2020. Over 1.3 million jobs were associated with the production of housing assets in 2021."" https://t.co/Jv94L94SJ4 #yyj #bcpoli",2023-01-20 03:34:51.207222,1616191714594807808,2023-01-19 21:51:46+00:00,0.0,0.0,0.0,0.0,,,vicpdcanada,69232,"YYJ (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",YYJ,positive,0.45918869972229,10
7023,"#yyj Extreme Weather Alert:Shelters open Jan 19th St John the Divine Church1611 Quadra St30 mats (Co-ed) 8pm-8am*well-behaved pets allowed Rock Bay Landing535 Ellice St20 mats (Co-ed) 9pm-8amCall ahead to reserve a mat: (250) 383-1951Salvation Army ARC CLOSED https://t.co/IYkCcQwBIU Due to low temperatures forecast for tonight, the City will open an overnight warming centre, Jan 19 from 8 p.m. to 8 a.m. Jan 20 at St John the Divine Church at 1611 Quadra Street. #yyj #warmingcentre #yyjextremeweather https://t.co/TuznSSTnj5",2023-01-20 03:34:53.962470,1616200679831515137,2023-01-19 22:27:24+00:00,0.0,0.0,0.0,0.0,,,nsun_victoria,325,YYJ (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,YYJ,positive,0.391188770532608,12
7025,"@CityOfVictoria @Dave_Eby @vicpdcanada @savestadacona @savetopazpark @BeaconSave @savevicparks #bcpoli #yyjpoli #yyj Triage must also identify those temporarily unhoused, not addicts, criminals, mentally ill. Many are a lay-off or mistake away from a downward spiral. They say Yes https://t.co/NWn5YzxaL5 Here's a handy-dandy flowchart you can use to get tents out of our parks.Feel free to share and use widely.@CityOfVictoria @Dave_Eby @vicpdcanada @savestadacona @savetopazpark @BeaconSave @savevicparks #bcpoli #yyjpoli #yyj https://t.co/0idBmmsIlo",2023-01-20 03:34:56.752917,1616077676082769922,2023-01-19 14:18:37+00:00,0.0,0.0,3.0,0.0,,,johnjamesobrien,261,YYJ (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,YYJ,neutral,0.367529809474945,12
7026,"So glad we’re trapped with these chaos portals that seemingly empty nearly endless crime and violence into our neighbourhoods that we don’t know how to close… Nice work, @vicpdcanada. You need more resources to fight back the tide. #yyj https://t.co/ggExu17gVy ""To seize firearms from any supportive housing location is unacceptable &amp; to seize this number of firearms is extremely troubling"" - @ChiefManak after 2nd search warrant turns up more guns at a #yyj supportive housing building | https://t.co/1ubzLmBhOs https://t.co/BT0sYWGhqg",2023-01-20 03:34:59.631843,1615874276963549184,2023-01-19 00:50:23+00:00,5.0,0.0,33.0,5.0,,,Adam_Stirling,10866,"YYJ (capital regional district OR society of st vincent de paul OR working upstream to prevent youth homelessness OR npna OR victoria family court ""and"" youth justice committee OR home for hope OR town of view royal OR subsidized housing OR sooke transition house society OR peer housing support program OR violence OR crime) lang:en -is:retweet",YYJ,neutral,0.385419517755508,11
7027,RT @VicBuilders: #Esquimalt part of the CRD’s multimillion dollar project creating carbon neutral RNG from Hartland Landfill. Council undermines own taxpayer funded project https://t.co/8xCyA1SGLi #yyj #bcpoli https://t.co/Ai7FNSjw5X,2023-01-20 03:35:02.548637,1616231553641717763,2023-01-20 00:30:05+00:00,0.0,0.0,0.0,0.0,,,DominiqueBandet,93,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,positive,0.369350671768188,13
7028,#Esquimalt part of the CRD’s multimillion dollar project creating carbon neutral RNG from Hartland Landfill. Council undermines own taxpayer funded project https://t.co/wGoPUbGieW #yyj #bcpoli  https://t.co/9zEra8BMGW,2023-01-20 03:35:02.548668,1616229015987318784,2023-01-20 00:20:00+00:00,0.0,0.0,0.0,0.0,,,VicBuilders,5112,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,positive,0.36946165561676,13
7029,"Hey @crd_bc, here's an idea: Create the next sign thinking to yourselves, 'If @j_mcelroy ever rates BC's best park signs, how would the new one rank?'That's your challenge: To create culture and memorable landmarks, not to turn parks into soulless, forgettable plots. #yyj https://t.co/UQVtObRxLI You spoke, we listened. We’ve heard and appreciate the passion that has been expressed regarding the Thetis Lake Regional Park log sign. The sign will stay in place until a decision can be made on how to move forward. Stay tuned for updates. Thanks for your heartfelt feedback. https://t.co/cOQ2ZlPMyz",2023-01-20 03:35:02.621292,1616218845987082241,2023-01-19 23:39:35+00:00,0.0,1.0,15.0,0.0,,,yyjcort,278,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,positive,0.38578724861145,12
7030,@crd_bc @Adam_Stirling Thanks. I hate it. #yyj #bland #boring,2023-01-20 03:35:02.621323,1616171785304801280,2023-01-19 20:32:35+00:00,2.0,0.0,1.0,0.0,,,nicktheviking,375,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,neutral,0.357235342264175,4
7031,"👇 He's not wrong about this, @crd_bc.#yyj #Saanich https://t.co/Ug2BHNNmQv how many more rankings do i have to do before local and regional governments stop thinking minimalistic corporate designs with the same four colours reflect anything other than a lack of imagination and connection to their communities don’t tempt me i’m petty and vain",2023-01-20 03:35:02.681605,1616168829440389121,2023-01-19 20:20:50+00:00,0.0,0.0,0.0,0.0,,,WesternHemlox,438,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,neutral,0.371804445981979,13
7032,"This is bad. Scrapping a fun and iconic sign for something bland and whipped up in Photoshop by an overpaid marketing consultant.The public couldn't care less that there was no consistent ""CRD Corporate Signage Strategy"" we just liked unique and legible signs. #YYJ #BCpoli https://t.co/1B40MrZww6 Visitors to Thetis &amp; Elk/Beaver #crdParks will soon notice new signs! This marks the start of the portal sign implementation project, aligning w/ the broader CRD Corporate Signage Strategy. Elk/Beaver got a new sign last wk &amp; this wk, Thetis' sign will be removed to prep for new! https://t.co/JzuYcgYztS",2023-01-20 03:35:02.758499,1616135947904782336,2023-01-19 18:10:10+00:00,0.0,0.0,11.0,0.0,,,_3treats,235,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,neutral,0.378357350826263,13
7033,"#yyj let @CRD_BC know if you think this is misguided decision https://t.co/bI3uf2gHQl Visitors to Thetis &amp; Elk/Beaver #crdParks will soon notice new signs! This marks the start of the portal sign implementation project, aligning w/ the broader CRD Corporate Signage Strategy. Elk/Beaver got a new sign last wk &amp; this wk, Thetis' sign will be removed to prep for new! https://t.co/JzuYcgYztS",2023-01-20 03:35:02.834184,1616097893999599617,2023-01-19 15:38:58+00:00,0.0,0.0,0.0,0.0,,,420_Bike_Life,227,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,positive,0.377860993146896,4
7034,"Dear @crd_bc: Please listen to your community who overwhelmingly supports keeping the existing (and magnificent) Thetis Lake sign. What possibly makes you think Victorians want their parks devoid of all character and culture? #yyj #yyjpoli https://t.co/iFgOhAg2XB Visitors to Thetis &amp; Elk/Beaver #crdParks will soon notice new signs! This marks the start of the portal sign implementation project, aligning w/ the broader CRD Corporate Signage Strategy. Elk/Beaver got a new sign last wk &amp; this wk, Thetis' sign will be removed to prep for new! https://t.co/JzuYcgYztS",2023-01-20 03:35:02.903201,1616079122572390401,2023-01-19 14:24:22+00:00,1.0,0.0,5.0,0.0,,,KittySurprise1,226,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,neutral,0.380906969308853,2
7036,“It’s never been so unaffordable to buy a home.”  https://t.co/Nu1hTCXP6i #victoriabuzz #yyj,2023-01-20 03:35:03.045764,1615874020519329793,2023-01-19 00:49:22+00:00,0.0,0.0,1.0,1.0,,,Eric_Doherty,4022,YYJ (crd OR svdp OR beacon community services OR quadra village community centre OR victoria harbour cats OR i love first peoples victoria OR township of esquimalt OR peer housing support OR the cridge centre for the family OR people with lived experience OR home OR drugs) lang:en -is:retweet,YYJ,positive,0.374321699142456,10
7037,"@ChiefManak New normal or not

Supportive housing is incompatible with downtown

Somewhere far outside city

In cheap piece of land

Build tiny home/container home village 

Divide in half: dry+wet

Move all housing, providers, services, meals &amp; drugs there

Nothing downtown

#yyjpoli
#yyj",2023-01-20 03:35:08.405624,1615903887462129664,2023-01-19 02:48:03+00:00,3.0,0.0,7.0,1.0,,,KittySurprise1,226,YYJ (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,YYJ,neutral,0.357330322265625,5
7039,poor cars! stop discriminating against cars! /s #yyj #CarsRuinCities #Urbanism https://t.co/vTdQxD7wEb,2023-01-20 03:35:13.858305,1615735233705553920,2023-01-18 15:37:53+00:00,30.0,4.0,102.0,3.0,,,nellen55,520,YYJ (cool aid society OR the backpack project  victoria bc OR downtown victoria business association OR soap for hope victoria OR westshore chamber of commerce OR mental health society of greater victoria OR victoria brain injury society OR tiny town OR low income OR service provider OR poor OR social problem) lang:en -is:retweet,YYJ,neutral,0.371703058481216,13
7040,@Make_TheShift @TheHomelessHub @pivotlegal #defundthepolice #defundvpd Police have been trying to bully and silence peer outreach. @ourplacesociety is complicit in this new policing!Stop giving OPS money! Biggest Poverty Industry trying to help kill #HarmReduction @UUSC #yyj https://t.co/GJCYQrzlQq #defundthepolice #defundvpd #defundbullieswithbadgeandgun #defundoppression #defundgenocide https://t.co/DuOdDfmaCH,2023-01-20 03:35:16.708771,1616145396321103872,2023-01-19 18:47:43+00:00,0.0,0.0,1.0,0.0,,,hymnhothead,486,YYJ (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,YYJ,neutral,0.354125022888184,11
7041,"The Poverty Industry is incompatible with downtownSomewhere far outside cityIn cheap unused piece of landBuild tiny home/container home village Divide in half: dry+wetMove all supportive housing, providers, services, meals &amp; drugs thereNothing downtown#yyjpoli#yyj https://t.co/rNFxXlt3zg ""To seize firearms from any supportive housing location is unacceptable &amp; to seize this number of firearms is extremely troubling"" - @ChiefManak after 2nd search warrant turns up more guns at a #yyj supportive housing building | https://t.co/1ubzLmBhOs https://t.co/BT0sYWGhqg",2023-01-20 03:35:16.780095,1615887631463903233,2023-01-19 01:43:27+00:00,0.0,0.0,1.0,0.0,,,KittySurprise1,226,YYJ (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,YYJ,neutral,0.377327650785446,5
7042,"Thank-you to the Greater Victoria Housing Society (@yyj_housing) for the opportunity to deliver a trauma-informed conflict de-escalation workshop today for your wonderful staff! 
https://t.co/1CltdL04tn",2023-01-20 03:35:21.990168,1616228457679319041,2023-01-20 00:17:47+00:00,0.0,0.0,1.0,0.0,,,drevanhoffman,1047,"YYJ (greater victoria housing society OR victoria s.o.s. OR fernwood community association OR the existence project OR boys ""and"" girls club south vanouver island OR red cedar café OR victoria placemaking OR anawim OR community plan to end homelessness OR homelessness services association of bc OR substance use OR theft) lang:en -is:retweet",YYJ,neutral,0.400084614753723,3
7044,"People experiencing homelessness in Salmon Arm will soon have access to a warm, safe place to sleep when a new temporary winter shelter opens in the community.

https://t.co/KGKYLsDNme

#SalmonArm #ColumbiaShuswap #Shelter https://t.co/X2VMpBvarg",2023-01-20 03:37:20.848434,1615789918323621917,2023-01-18 19:15:11+00:00,0.0,0.0,2.0,1.0,,,BC_Housing,12209,(from:_hsabc OR from:1upparents OR from:actinggreater OR from:avivanisle OR from:bc_housing) (city of victoria OR sooke transition house society OR city of victoria youth council OR saanich police department OR victoria women in need OR james bay community project OR vibrant victoria OR temporary shelter OR vwth OR harm reduction OR drugs OR narcotics) lang:en -is:retweet,individual,positive,0.408526182174683,1
7045,"Join us on January 25-26 for @scotiabank's annual Affordable Housing Summit. This virtual event brings together key stakeholders to discuss solutions that can tackle housing affordability. 🏘️

BCH speakers include @saragoldvine and James Forsyth.

Register:https://t.co/2ZVi3UDqTa https://t.co/GK3zMK8xyx",2023-01-20 03:37:28.643485,1616118528976855041,2023-01-19 17:00:57+00:00,0.0,1.0,1.0,2.0,,,BC_Housing,12209,(from:_hsabc OR from:1upparents OR from:actinggreater OR from:avivanisle OR from:bc_housing) (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,individual,positive,0.412805199623108,4
7046,Ontario's integrity commissioner and auditor general both announced Wednesday that they would conduct separate investigations into the government's decision to open protected Greenbelt lands up to housing development. https://t.co/RuMHh5s5Wx,2023-01-20 03:37:49.364595,1615861596202336256,2023-01-19 00:00:00+00:00,21.0,15.0,271.0,81.0,,,CBCNews,3440720,"(from:beaconhillfolks OR from:beaconsave OR from:bgcsvi OR from:burnsidegorge OR from:cbcnews) (anawin companion society OR safer victoria OR vtag OR mental health recovery partners, south island OR vancouver island mental health society OR greater victoria acting together OR the mustard seed OR yyj tenants union OR pacifica housing OR solid outreach OR housing OR camper) lang:en -is:retweet",individual,positive,0.438315391540527,13
7049,"With the current nursing shortage in BC, some nurses working for Island Health are moving into freelance positions -- better known as travel or agency nurses. Aman Grewal, President, @BCNursesUnion will join us to talk about it at 8:20",2023-01-20 03:38:28.448717,1616103981758947330,2023-01-19 16:03:09+00:00,4.0,0.0,4.0,1.0,,,cfax1070,27012,"(from:cfax1070 OR from:chambervictoria OR from:chek_news OR from:cityofcolwood OR from:cityofvictoria) (avi OR peers victoria resources society OR victoria police department OR island health OR togethervic OR district of saanich OR south island centre for counselling ""and"" training OR young parents support OR greater victoria coalition to end homelessness OR makola housing society OR homeless OR alcoholic) lang:en -is:retweet",individual,positive,0.424309194087982,14
7051,".@VicCoolAid will be operating an overnight shelter at Rock Bay Landing, 535 Ellice Street from 9 p.m. to 8 a.m. - please phone ahead to reserve a mat: 250-383-1951.",2023-01-20 03:38:36.380246,1616194298432851969,2023-01-19 22:02:02+00:00,0.0,0.0,3.0,0.0,,,CityOfVictoria,65274,(from:cfax1070 OR from:chambervictoria OR from:chek_news OR from:cityofcolwood OR from:cityofvictoria) (avivanisle OR sanctuary youth centre OR victoria women's transition house OR mustard seed OR vandu OR greater victoria placemaking network OR victoria foundation OR encampment OR salvation army OR umbrella society OR shelter OR camping) lang:en -is:retweet,individual,positive,0.434958249330521,12
7052,Please share this message @BC_Housing @HomeForHope @ourplacesociety @VicCoolAid,2023-01-20 03:38:39.037403,1616176773410205696,2023-01-19 20:52:24+00:00,0.0,0.0,2.0,2.0,,,CityOfVictoria,65274,(from:cfax1070 OR from:chambervictoria OR from:chek_news OR from:cityofcolwood OR from:cityofvictoria) (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,individual,positive,0.386841058731079,4
7053,"On Monday, Premier David Eby announced a ""one-stop-shop"" for provincial permitting to make it easier for more housing to be created. The Permitting Strategy for Housing co-ordinates housing-related permits across ministries.

Read more in #BizNews &gt;&gt;&gt; https://t.co/431rOl9aJN https://t.co/u7MuZeCzc6",2023-01-20 03:38:39.037428,1616129641068236800,2023-01-19 17:45:07+00:00,0.0,0.0,0.0,0.0,,,ChamberVictoria,10674,(from:cfax1070 OR from:chambervictoria OR from:chek_news OR from:cityofcolwood OR from:cityofvictoria) (bc housing OR save beacon hill park OR vwth OR north park neighbourhood association OR victoria disability resource centre OR hillsidequadra OR tourism vancouver island OR emergency housing OR sooke homelessness coalition OR victoria native friendship centre OR unhoused OR collude) lang:en -is:retweet,individual,positive,0.456626057624817,5
7060,"“I believe employers have a responsibility to take care of our people and the communities within which we work.""
Mandy Farmer receives Chamber Award of Distinction - @BusinessExVi @AccentInns @thehotelzed 
https://t.co/ZNt9hCf38d",2023-01-20 03:38:57.507345,1615747874226335744,2023-01-18 16:28:07+00:00,0.0,0.0,0.0,0.0,,,ChamberVictoria,10674,(from:cfax1070 OR from:chambervictoria OR from:chek_news OR from:cityofcolwood OR from:cityofvictoria) (foundry victoria OR the cridge centre for the family OR dvba OR solid outreach OR 1up victoria single parent resource centre OR need2 suicide prevention education  support OR victoria chamber OR aceh OR affordable housing OR front line worker OR poverty OR social structure) lang:en -is:retweet,individual,positive,0.464195728302002,13
